id,sample_name,position_in_run,mode,order,pred_score,justification,clamped,raw_json
researchpaper69.docx,researchpaper69.docx,0,zeroshot,reversed,9,This is an exemplary piece of academic writing that integrates complex philosophical inquiry with AI design through a highly structured and sophisticated lens.,False,"[
  {
    ""id"": ""researchpaper69.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is an exemplary piece of academic writing that integrates complex philosophical inquiry with AI design through a highly structured and sophisticated lens.""
  },
  {
    ""id"": ""essay55.docx"",
    ""pred_score"": 3,
    ""justification"": ""The text is fundamentally underdeveloped as an essay, consisting of a short rhyme and a recipe list without any analytical depth or formal structure.""
  },
  {
    ""id"": ""essay60.docx"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a solid, well-organized informational piece with clear topic sentences and specific facts, though it follows a very basic structural formula.""
  },
  {
    ""id"": ""essay31.docx"",
    ""pred_score"": 7,
    ""justification"": ""This personal narrative features strong chronological flow, effective transitions, and a clear logical progression that reflects personal growth and responsibility.""
  },
  {
    ""id"": ""researchpaper25.docx"",
    ""pred_score"": 9,
    ""justification"": ""A polished technical excerpt that provides a clear problem definition, rigorous conceptual grounding, and a nuanced discussion of its own theoretical limitations.""
  }
]"
essay55.docx,essay55.docx,1,zeroshot,reversed,3,"The text is fundamentally underdeveloped as an essay, consisting of a short rhyme and a recipe list without any analytical depth or formal structure.",False,"[
  {
    ""id"": ""researchpaper69.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is an exemplary piece of academic writing that integrates complex philosophical inquiry with AI design through a highly structured and sophisticated lens.""
  },
  {
    ""id"": ""essay55.docx"",
    ""pred_score"": 3,
    ""justification"": ""The text is fundamentally underdeveloped as an essay, consisting of a short rhyme and a recipe list without any analytical depth or formal structure.""
  },
  {
    ""id"": ""essay60.docx"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a solid, well-organized informational piece with clear topic sentences and specific facts, though it follows a very basic structural formula.""
  },
  {
    ""id"": ""essay31.docx"",
    ""pred_score"": 7,
    ""justification"": ""This personal narrative features strong chronological flow, effective transitions, and a clear logical progression that reflects personal growth and responsibility.""
  },
  {
    ""id"": ""researchpaper25.docx"",
    ""pred_score"": 9,
    ""justification"": ""A polished technical excerpt that provides a clear problem definition, rigorous conceptual grounding, and a nuanced discussion of its own theoretical limitations.""
  }
]"
essay60.docx,essay60.docx,2,zeroshot,reversed,6,"The essay is a solid, well-organized informational piece with clear topic sentences and specific facts, though it follows a very basic structural formula.",False,"[
  {
    ""id"": ""researchpaper69.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is an exemplary piece of academic writing that integrates complex philosophical inquiry with AI design through a highly structured and sophisticated lens.""
  },
  {
    ""id"": ""essay55.docx"",
    ""pred_score"": 3,
    ""justification"": ""The text is fundamentally underdeveloped as an essay, consisting of a short rhyme and a recipe list without any analytical depth or formal structure.""
  },
  {
    ""id"": ""essay60.docx"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a solid, well-organized informational piece with clear topic sentences and specific facts, though it follows a very basic structural formula.""
  },
  {
    ""id"": ""essay31.docx"",
    ""pred_score"": 7,
    ""justification"": ""This personal narrative features strong chronological flow, effective transitions, and a clear logical progression that reflects personal growth and responsibility.""
  },
  {
    ""id"": ""researchpaper25.docx"",
    ""pred_score"": 9,
    ""justification"": ""A polished technical excerpt that provides a clear problem definition, rigorous conceptual grounding, and a nuanced discussion of its own theoretical limitations.""
  }
]"
essay31.docx,essay31.docx,3,zeroshot,reversed,7,"This personal narrative features strong chronological flow, effective transitions, and a clear logical progression that reflects personal growth and responsibility.",False,"[
  {
    ""id"": ""researchpaper69.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is an exemplary piece of academic writing that integrates complex philosophical inquiry with AI design through a highly structured and sophisticated lens.""
  },
  {
    ""id"": ""essay55.docx"",
    ""pred_score"": 3,
    ""justification"": ""The text is fundamentally underdeveloped as an essay, consisting of a short rhyme and a recipe list without any analytical depth or formal structure.""
  },
  {
    ""id"": ""essay60.docx"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a solid, well-organized informational piece with clear topic sentences and specific facts, though it follows a very basic structural formula.""
  },
  {
    ""id"": ""essay31.docx"",
    ""pred_score"": 7,
    ""justification"": ""This personal narrative features strong chronological flow, effective transitions, and a clear logical progression that reflects personal growth and responsibility.""
  },
  {
    ""id"": ""researchpaper25.docx"",
    ""pred_score"": 9,
    ""justification"": ""A polished technical excerpt that provides a clear problem definition, rigorous conceptual grounding, and a nuanced discussion of its own theoretical limitations.""
  }
]"
researchpaper25.docx,researchpaper25.docx,4,zeroshot,reversed,9,"A polished technical excerpt that provides a clear problem definition, rigorous conceptual grounding, and a nuanced discussion of its own theoretical limitations.",False,"[
  {
    ""id"": ""researchpaper69.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is an exemplary piece of academic writing that integrates complex philosophical inquiry with AI design through a highly structured and sophisticated lens.""
  },
  {
    ""id"": ""essay55.docx"",
    ""pred_score"": 3,
    ""justification"": ""The text is fundamentally underdeveloped as an essay, consisting of a short rhyme and a recipe list without any analytical depth or formal structure.""
  },
  {
    ""id"": ""essay60.docx"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a solid, well-organized informational piece with clear topic sentences and specific facts, though it follows a very basic structural formula.""
  },
  {
    ""id"": ""essay31.docx"",
    ""pred_score"": 7,
    ""justification"": ""This personal narrative features strong chronological flow, effective transitions, and a clear logical progression that reflects personal growth and responsibility.""
  },
  {
    ""id"": ""researchpaper25.docx"",
    ""pred_score"": 9,
    ""justification"": ""A polished technical excerpt that provides a clear problem definition, rigorous conceptual grounding, and a nuanced discussion of its own theoretical limitations.""
  }
]"
essay33.docx,essay33.docx,0,zeroshot,reversed,7,"The essay is a well-organized and clear chronological narrative with good specific details, though the prose remains somewhat simple and formulaic.",False,"[
  {
    ""id"": ""essay33.docx"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a well-organized and clear chronological narrative with good specific details, though the prose remains somewhat simple and formulaic.""
  },
  {
    ""id"": ""essay41.docx"",
    ""pred_score"": 5,
    ""justification"": ""While the story is easy to follow and grammatically correct, it relies on clichés and lacks the descriptive depth needed to create a compelling atmosphere.""
  },
  {
    ""id"": ""essay77.docx"",
    ""pred_score"": 8,
    ""justification"": ""This piece demonstrates strong stylistic control and effective use of personification to create vivid, poetic imagery of a backyard setting.""
  },
  {
    ""id"": ""essay70.docx"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exceptionally written, utilizing rich sensory details and specific character traits to create a deeply moving and well-structured tribute.""
  },
  {
    ""id"": ""essay42.docx"",
    ""pred_score"": 7,
    ""justification"": ""The narrative effectively builds tension and maintains focus through a clear sequence of events, providing a solid and professional account of a disaster.""
  }
]"
essay41.docx,essay41.docx,1,zeroshot,reversed,5,"While the story is easy to follow and grammatically correct, it relies on clichés and lacks the descriptive depth needed to create a compelling atmosphere.",False,"[
  {
    ""id"": ""essay33.docx"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a well-organized and clear chronological narrative with good specific details, though the prose remains somewhat simple and formulaic.""
  },
  {
    ""id"": ""essay41.docx"",
    ""pred_score"": 5,
    ""justification"": ""While the story is easy to follow and grammatically correct, it relies on clichés and lacks the descriptive depth needed to create a compelling atmosphere.""
  },
  {
    ""id"": ""essay77.docx"",
    ""pred_score"": 8,
    ""justification"": ""This piece demonstrates strong stylistic control and effective use of personification to create vivid, poetic imagery of a backyard setting.""
  },
  {
    ""id"": ""essay70.docx"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exceptionally written, utilizing rich sensory details and specific character traits to create a deeply moving and well-structured tribute.""
  },
  {
    ""id"": ""essay42.docx"",
    ""pred_score"": 7,
    ""justification"": ""The narrative effectively builds tension and maintains focus through a clear sequence of events, providing a solid and professional account of a disaster.""
  }
]"
essay77.docx,essay77.docx,2,zeroshot,reversed,8,"This piece demonstrates strong stylistic control and effective use of personification to create vivid, poetic imagery of a backyard setting.",False,"[
  {
    ""id"": ""essay33.docx"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a well-organized and clear chronological narrative with good specific details, though the prose remains somewhat simple and formulaic.""
  },
  {
    ""id"": ""essay41.docx"",
    ""pred_score"": 5,
    ""justification"": ""While the story is easy to follow and grammatically correct, it relies on clichés and lacks the descriptive depth needed to create a compelling atmosphere.""
  },
  {
    ""id"": ""essay77.docx"",
    ""pred_score"": 8,
    ""justification"": ""This piece demonstrates strong stylistic control and effective use of personification to create vivid, poetic imagery of a backyard setting.""
  },
  {
    ""id"": ""essay70.docx"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exceptionally written, utilizing rich sensory details and specific character traits to create a deeply moving and well-structured tribute.""
  },
  {
    ""id"": ""essay42.docx"",
    ""pred_score"": 7,
    ""justification"": ""The narrative effectively builds tension and maintains focus through a clear sequence of events, providing a solid and professional account of a disaster.""
  }
]"
essay70.docx,essay70.docx,3,zeroshot,reversed,9,"This essay is exceptionally written, utilizing rich sensory details and specific character traits to create a deeply moving and well-structured tribute.",False,"[
  {
    ""id"": ""essay33.docx"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a well-organized and clear chronological narrative with good specific details, though the prose remains somewhat simple and formulaic.""
  },
  {
    ""id"": ""essay41.docx"",
    ""pred_score"": 5,
    ""justification"": ""While the story is easy to follow and grammatically correct, it relies on clichés and lacks the descriptive depth needed to create a compelling atmosphere.""
  },
  {
    ""id"": ""essay77.docx"",
    ""pred_score"": 8,
    ""justification"": ""This piece demonstrates strong stylistic control and effective use of personification to create vivid, poetic imagery of a backyard setting.""
  },
  {
    ""id"": ""essay70.docx"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exceptionally written, utilizing rich sensory details and specific character traits to create a deeply moving and well-structured tribute.""
  },
  {
    ""id"": ""essay42.docx"",
    ""pred_score"": 7,
    ""justification"": ""The narrative effectively builds tension and maintains focus through a clear sequence of events, providing a solid and professional account of a disaster.""
  }
]"
essay42.docx,essay42.docx,4,zeroshot,reversed,7,"The narrative effectively builds tension and maintains focus through a clear sequence of events, providing a solid and professional account of a disaster.",False,"[
  {
    ""id"": ""essay33.docx"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a well-organized and clear chronological narrative with good specific details, though the prose remains somewhat simple and formulaic.""
  },
  {
    ""id"": ""essay41.docx"",
    ""pred_score"": 5,
    ""justification"": ""While the story is easy to follow and grammatically correct, it relies on clichés and lacks the descriptive depth needed to create a compelling atmosphere.""
  },
  {
    ""id"": ""essay77.docx"",
    ""pred_score"": 8,
    ""justification"": ""This piece demonstrates strong stylistic control and effective use of personification to create vivid, poetic imagery of a backyard setting.""
  },
  {
    ""id"": ""essay70.docx"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exceptionally written, utilizing rich sensory details and specific character traits to create a deeply moving and well-structured tribute.""
  },
  {
    ""id"": ""essay42.docx"",
    ""pred_score"": 7,
    ""justification"": ""The narrative effectively builds tension and maintains focus through a clear sequence of events, providing a solid and professional account of a disaster.""
  }
]"
essay23.docx,essay23.docx,0,zeroshot,reversed,2,"The text is a simple children's poem that lacks the structural components, analytical depth, and formal tone required for an academic essay.",False,"[
  {
    ""id"": ""essay23.docx"",
    ""pred_score"": 2,
    ""justification"": ""The text is a simple children's poem that lacks the structural components, analytical depth, and formal tone required for an academic essay.""
  },
  {
    ""id"": ""researchpaper32.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated and rigorous technical work with excellent logical progression and professional academic language.""
  },
  {
    ""id"": ""researchpaper12.docx"",
    ""pred_score"": 9,
    ""justification"": ""The paper provides a high-quality, well-structured argument for a data-driven matching algorithm with clear focus and relevance.""
  },
  {
    ""id"": ""researchpaper73.docx"",
    ""pred_score"": 10,
    ""justification"": ""This exemplary research introduction demonstrates flawless organization, deep insight into multilingual modeling, and exceptional clarity.""
  },
  {
    ""id"": ""essay19.docx"",
    ""pred_score"": 3,
    ""justification"": ""The writing is extremely basic and lacks the necessary structure, complexity, and depth expected in a formal essay.""
  }
]"
researchpaper32.docx,researchpaper32.docx,1,zeroshot,reversed,9,This is a sophisticated and rigorous technical work with excellent logical progression and professional academic language.,False,"[
  {
    ""id"": ""essay23.docx"",
    ""pred_score"": 2,
    ""justification"": ""The text is a simple children's poem that lacks the structural components, analytical depth, and formal tone required for an academic essay.""
  },
  {
    ""id"": ""researchpaper32.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated and rigorous technical work with excellent logical progression and professional academic language.""
  },
  {
    ""id"": ""researchpaper12.docx"",
    ""pred_score"": 9,
    ""justification"": ""The paper provides a high-quality, well-structured argument for a data-driven matching algorithm with clear focus and relevance.""
  },
  {
    ""id"": ""researchpaper73.docx"",
    ""pred_score"": 10,
    ""justification"": ""This exemplary research introduction demonstrates flawless organization, deep insight into multilingual modeling, and exceptional clarity.""
  },
  {
    ""id"": ""essay19.docx"",
    ""pred_score"": 3,
    ""justification"": ""The writing is extremely basic and lacks the necessary structure, complexity, and depth expected in a formal essay.""
  }
]"
researchpaper12.docx,researchpaper12.docx,2,zeroshot,reversed,9,"The paper provides a high-quality, well-structured argument for a data-driven matching algorithm with clear focus and relevance.",False,"[
  {
    ""id"": ""essay23.docx"",
    ""pred_score"": 2,
    ""justification"": ""The text is a simple children's poem that lacks the structural components, analytical depth, and formal tone required for an academic essay.""
  },
  {
    ""id"": ""researchpaper32.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated and rigorous technical work with excellent logical progression and professional academic language.""
  },
  {
    ""id"": ""researchpaper12.docx"",
    ""pred_score"": 9,
    ""justification"": ""The paper provides a high-quality, well-structured argument for a data-driven matching algorithm with clear focus and relevance.""
  },
  {
    ""id"": ""researchpaper73.docx"",
    ""pred_score"": 10,
    ""justification"": ""This exemplary research introduction demonstrates flawless organization, deep insight into multilingual modeling, and exceptional clarity.""
  },
  {
    ""id"": ""essay19.docx"",
    ""pred_score"": 3,
    ""justification"": ""The writing is extremely basic and lacks the necessary structure, complexity, and depth expected in a formal essay.""
  }
]"
researchpaper73.docx,researchpaper73.docx,3,zeroshot,reversed,10,"This exemplary research introduction demonstrates flawless organization, deep insight into multilingual modeling, and exceptional clarity.",False,"[
  {
    ""id"": ""essay23.docx"",
    ""pred_score"": 2,
    ""justification"": ""The text is a simple children's poem that lacks the structural components, analytical depth, and formal tone required for an academic essay.""
  },
  {
    ""id"": ""researchpaper32.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated and rigorous technical work with excellent logical progression and professional academic language.""
  },
  {
    ""id"": ""researchpaper12.docx"",
    ""pred_score"": 9,
    ""justification"": ""The paper provides a high-quality, well-structured argument for a data-driven matching algorithm with clear focus and relevance.""
  },
  {
    ""id"": ""researchpaper73.docx"",
    ""pred_score"": 10,
    ""justification"": ""This exemplary research introduction demonstrates flawless organization, deep insight into multilingual modeling, and exceptional clarity.""
  },
  {
    ""id"": ""essay19.docx"",
    ""pred_score"": 3,
    ""justification"": ""The writing is extremely basic and lacks the necessary structure, complexity, and depth expected in a formal essay.""
  }
]"
essay19.docx,essay19.docx,4,zeroshot,reversed,3,"The writing is extremely basic and lacks the necessary structure, complexity, and depth expected in a formal essay.",False,"[
  {
    ""id"": ""essay23.docx"",
    ""pred_score"": 2,
    ""justification"": ""The text is a simple children's poem that lacks the structural components, analytical depth, and formal tone required for an academic essay.""
  },
  {
    ""id"": ""researchpaper32.docx"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated and rigorous technical work with excellent logical progression and professional academic language.""
  },
  {
    ""id"": ""researchpaper12.docx"",
    ""pred_score"": 9,
    ""justification"": ""The paper provides a high-quality, well-structured argument for a data-driven matching algorithm with clear focus and relevance.""
  },
  {
    ""id"": ""researchpaper73.docx"",
    ""pred_score"": 10,
    ""justification"": ""This exemplary research introduction demonstrates flawless organization, deep insight into multilingual modeling, and exceptional clarity.""
  },
  {
    ""id"": ""essay19.docx"",
    ""pred_score"": 3,
    ""justification"": ""The writing is extremely basic and lacks the necessary structure, complexity, and depth expected in a formal essay.""
  }
]"
essay80.docx,essay80.docx,0,zeroshot,reversed,8,The essay effectively uses a 'frontier pioneer' metaphor to explore the hardships and successes of the Mir space station with strong supporting details.,False,"[
  {
    ""id"": ""essay80.docx"",
    ""pred_score"": 8,
    ""justification"": ""The essay effectively uses a 'frontier pioneer' metaphor to explore the hardships and successes of the Mir space station with strong supporting details.""
  },
  {
    ""id"": ""essay48.docx"",
    ""pred_score"": 5,
    ""justification"": ""The essay is organized and descriptive, but the writing is relatively basic and includes spelling errors like 'avacadoes'.""
  },
  {
    ""id"": ""researchpaper76.docx"",
    ""pred_score"": 10,
    ""justification"": ""This academic paper is exemplary, demonstrating a sophisticated command of technical concepts, rigorous structure, and professional clarity.""
  },
  {
    ""id"": ""researchpaper17.docx"",
    ""pred_score"": 9,
    ""justification"": ""The text presents a professional and well-reasoned framework for AI safety, exhibiting clear focus and high-quality academic prose.""
  },
  {
    ""id"": ""essay57.docx"",
    ""pred_score"": 4,
    ""justification"": ""The narrative is repetitive and lacks descriptive depth, demonstrating a limited mastery of flow and creative engagement.""
  }
]"
